state_abbr,county,fips,bachelors_or_more,hs_diploma,no_hs_diploma,some_college,labor_force,employed,unemployed,population,cost_of_living,median_income,race_diversity_rank,gender_diversity_rank,state
MN,Beltrami County,27007,9330.0,7596.0,2082.0,9887.0,25010.0,24228.0,782.0,46799.0,64581.11,64250.56,2713.0,2587.0,Minnesota
GA,Ben Hill County,13017,1386.0,5582.0,1800.0,2679.0,5593.0,5343.0,250.0,17069.0,59738.31,41122.33,424.0,735.0,Georgia
ID,Benewah County,16009,1399.0,2321.0,1100.0,2244.0,4290.0,4103.0,187.0,10370.0,69587.32,54157.89,920.0,914.0,Idaho
SD,Bennett County,46007,376.0,648.0,244.0,588.0,1066.0,1032.0,34.0,3336.0,72560.07,52074.46,295.0,537.0,South Dakota
VT,Bennington County,50003,11088.0,7298.0,1577.0,6976.0,17761.0,17260.0,501.0,37392.0,76552.89,76159.69,2238.0,2069.0,Vermont
ND,Benson County,38005,739.0,983.0,385.0,1236.0,2325.0,2260.0,65.0,5770.0,64986.17,56436.41,1928.0,1680.0,North Dakota
CO,Bent County,8011,614.0,1703.0,815.0,1200.0,1755.0,1692.0,63.0,5399.0,66202.14,41665.52,820.0,1147.0,Colorado
AR,Benton County,5007,71213.0,54731.0,18335.0,50252.0,151087.0,147613.0,3474.0,302863.0,70684.03,79190.88,2679.0,2858.0,Arkansas
IA,Benton County,19011,4475.0,5959.0,951.0,6565.0,13104.0,12698.0,406.0,25711.0,69086.08,83178.05,1761.0,1854.0,Iowa
IN,Benton County,18007,1107.0,2392.0,613.0,1775.0,4378.0,4269.0,109.0,8719.0,71638.27,58663.6,450.0,747.0,Indiana
MN,Benton County,27009,6752.0,8165.0,2116.0,10529.0,21567.0,20860.0,707.0,41463.0,74238.91,73718.92,2006.0,1779.0,Minnesota
MO,Benton County,29015,2336.0,6640.0,1677.0,4726.0,7133.0,6864.0,269.0,20224.0,65666.45,53584.92,1465.0,1221.0,Missouri
MS,Benton County,28009,659.0,1990.0,1037.0,1755.0,3046.0,2900.0,146.0,7550.0,64411.71,47849.07,497.0,342.0,Mississippi
OR,Benton County,41003,32313.0,8347.0,2370.0,16416.0,48739.0,47108.0,1631.0,97630.0,90421.7,88029.8,2084.0,2514.0,Oregon
TN,Benton County,47005,1435.0,5576.0,1475.0,3053.0,6823.0,6543.0,280.0,16002.0,59005.08,52284.96,1273.0,1244.0,Tennessee
WA,Benton County,53005,45156.0,31534.0,13890.0,46359.0,105674.0,100627.0,5047.0,212791.0,72571.13,83393.68,2867.0,2862.0,Washington
MI,Benzie County,26019,4788.0,3723.0,848.0,4583.0,8798.0,8342.0,456.0,18297.0,68449.23,73104.88,1165.0,195.0,Michigan
NJ,Bergen County,34003,356861.0,136071.0,48060.0,137257.0,504861.0,487201.0,17660.0,952997.0,101852.34,126280.09,3082.0,3089.0,New Jersey
SC,Berkeley County,45015,47902.0,45833.0,15095.0,51154.0,110406.0,107041.0,3365.0,245117.0,74048.77,74448.99,2504.0,2644.0,South Carolina
WV,Berkeley County,54003,21308.0,32312.0,8251.0,25641.0,58992.0,57259.0,1733.0,129490.0,86372.23,74707.76,2253.0,2476.0,West Virginia
PA,Berks County,42011,79881.0,108364.0,34165.0,71601.0,213323.0,204729.0,8594.0,430449.0,77582.51,79812.11,2949.0,2878.0,Pennsylvania
MA,Berkshire County,25003,36639.0,28052.0,6037.0,25035.0,61916.0,59284.0,2632.0,127859.0,86527.33,81352.34,2459.0,2706.0,Massachusetts
NM,Bernalillo County,35001,177818.0,105929.0,45548.0,145610.0,338098.0,325772.0,12326.0,672508.0,67375.24,69691.71,3066.0,3053.0,New Mexico
GA,Berrien County,13019,1617.0,4787.0,2174.0,4057.0,7752.0,7498.0,254.0,18214.0,61456.89,51553.86,417.0,681.0,Georgia
MI,Berrien County,26021,32651.0,30132.0,8287.0,36870.0,71953.0,68758.0,3195.0,152900.0,70032.04,66206.66,2828.0,2903.0,Michigan
NC,Bertie County,37015,2368.0,4728.0,2392.0,3780.0,7163.0,6811.0,352.0,17240.0,67165.67,52489.29,1130.0,667.0,North Carolina
AK,Bethel Census Area,2050,1058.0,4876.0,1840.0,2407.0,6621.0,6007.0,614.0,18257.0,94170.88,55433.2,2898.0,2600.0,Alaska
TX,Bexar County,48029,417806.0,324043.0,179802.0,403050.0,977978.0,941275.0,36703.0,2059530.0,66248.04,69862.16,3123.0,3122.0,Texas
AL,Bibb County,1007,1827.0,6552.0,3132.0,4420.0,8688.0,8476.0,212.0,22005.0,73362.21,59443.99,1942.0,1353.0,Alabama
GA,Bibb County,13021,26859.0,32203.0,13018.0,31275.0,65086.0,62563.0,2523.0,156197.0,63704.99,57824.68,2778.0,2638.0,Georgia
LA,Bienville Parish,22013,1214.0,4508.0,1256.0,2010.0,5171.0,4955.0,216.0,12641.0,65367.89,45544.87,1374.0,1387.0,Louisiana
MT,Big Horn County,30003,1562.0,2249.0,864.0,2807.0,4647.0,4437.0,210.0,12851.0,74303.55,56685.93,2303.0,1768.0,Montana
WY,Big Horn County,56003,1684.0,2500.0,965.0,2913.0,5238.0,5030.0,208.0,11855.0,79883.33,66120.41,1489.0,1549.0,Wyoming
MN,Big Stone County,27011,795.0,1416.0,250.0,1265.0,2395.0,2320.0,75.0,5144.0,68396.66,72433.34,1657.0,782.0,Minnesota
ND,Billings County,38007,229.0,236.0,38.0,203.0,456.0,448.0,8.0,1018.0,70346.82,94821.23,176.0,210.0,North Dakota
ID,Bingham County,16011,6253.0,9618.0,3250.0,10960.0,23582.0,22910.0,672.0,49923.0,66251.53,66386.36,2656.0,2516.0,Idaho
IA,Black Hawk County,19013,25043.0,25585.0,5607.0,26862.0,67499.0,65462.0,2037.0,130274.0,69219.29,74342.2,1954.0,2425.0,Iowa
IN,Blackford County,18009,1134.0,4159.0,881.0,2231.0,4753.0,4585.0,168.0,11919.0,63725.63,54691.84,429.0,648.0,Indiana
NC,Bladen County,37017,4339.0,7054.0,2414.0,7287.0,14544.0,13907.0,637.0,29446.0,67154.49,48299.84,296.0,1942.0,North Carolina
ID,Blaine County,16013,8161.0,3886.0,1581.0,4297.0,13489.0,13136.0,353.0,24866.0,87098.2,73218.86,964.0,1288.0,Idaho
MT,Blaine County,30005,1118.0,1163.0,408.0,1637.0,2201.0,2130.0,71.0,6936.0,71107.48,50137.86,2234.0,1570.0,Montana
NE,Blaine County,31009,77.0,117.0,12.0,95.0,253.0,244.0,9.0,453.0,78341.77,55705.31,65.0,1.0,Nebraska
OK,Blaine County,40011,1080.0,2196.0,921.0,1808.0,4439.0,4338.0,101.0,8409.0,71051.94,56205.38,484.0,1662.0,Oklahoma
PA,Blair County,42013,20990.0,39403.0,5911.0,20848.0,58879.0,56422.0,2457.0,121032.0,66355.51,66065.98,2650.0,2540.0,Pennsylvania
TX,Blanco County,48031,3177.0,2386.0,695.0,2994.0,7193.0,6991.0,202.0,12418.0,66642.79,72665.4,761.0,956.0,Texas
VA,Bland County,51021,775.0,2243.0,444.0,1556.0,2774.0,2696.0,78.0,6148.0,66336.84,56451.82,265.0,243.0,Virginia
GA,Bleckley County,13023,1476.0,2717.0,976.0,2903.0,4567.0,4366.0,201.0,12257.0,61194.98,57438.59,719.0,706.0,Georgia
TN,Bledsoe County,47007,1023.0,5866.0,2365.0,2353.0,4380.0,4148.0,232.0,14798.0,62446.04,54161.99,710.0,558.0,Tennessee
AL,Blount County,1009,6386.0,14600.0,7093.0,12912.0,25685.0,25128.0,557.0,59512.0,71970.74,63966.13,2352.0,2298.0,Alabama
TN,Blount County,47009,26785.0,35407.0,9301.0,28491.0,65737.0,63686.0,2051.0,139958.0,65879.91,72639.73,2551.0,2560.0,Tennessee
MN,Blue Earth County,27013,14080.0,10127.0,2050.0,14572.0,40269.0,39405.0,864.0,69631.0,82456.66,81290.73,2361.0,2412.0,Minnesota
ID,Boise County,16015,1909.0,1758.0,282.0,2425.0,4016.0,3859.0,157.0,8333.0,72405.39,72583.25,839.0,607.0,Idaho
MS,Bolivar County,28011,5250.0,4919.0,3314.0,6290.0,11139.0,10619.0,520.0,29370.0,58602.01,41026.84,2319.0,2079.0,Mississippi
MO,Bollinger County,29017,1070.0,3617.0,1039.0,1823.0,5231.0,5089.0,142.0,10518.0,71995.18,58146.08,1801.0,1439.0,Missouri
SD,Bon Homme County,46009,1037.0,1911.0,528.0,1693.0,2848.0,2795.0,53.0,7062.0,69569.63,73161.36,1827.0,1804.0,South Dakota
IL,Bond County,17005,2424.0,3663.0,1220.0,4105.0,7451.0,7155.0,296.0,16566.0,74333.39,78328.34,1688.0,1269.0,Illinois
ID,Bonner County,16017,10737.0,10789.0,3110.0,12477.0,22144.0,21296.0,848.0,51414.0,71345.5,67040.45,2140.0,1987.0,Idaho
ID,Bonneville County,16019,25104.0,19028.0,6188.0,27610.0,63378.0,61809.0,1569.0,129496.0,69900.09,73170.59,2885.0,2773.0,Idaho
AR,Boone County,5009,4333.0,9469.0,2464.0,10300.0,15719.0,15278.0,441.0,38284.0,58791.26,54432.05,2160.0,2024.0,Arkansas
IA,Boone County,19015,5489.0,6020.0,816.0,6777.0,14840.0,14494.0,346.0,26609.0,66596.51,79540.0,1839.0,1973.0,Iowa
IL,Boone County,17007,8232.0,10764.0,5100.0,11333.0,24845.0,23183.0,1662.0,53154.0,73293.65,81081.27,2203.0,1748.0,Illinois
IN,Boone County,18011,24528.0,9414.0,2432.0,12209.0,37946.0,37162.0,784.0,74164.0,82818.15,105166.5,2184.0,1904.0,Indiana
KY,Boone County,21015,32143.0,25659.0,5828.0,27231.0,71775.0,69447.0,2328.0,139093.0,82305.51,95481.48,2416.0,2469.0,Kentucky
MO,Boone County,29019,57589.0,22739.0,6116.0,26466.0,99229.0,97207.0,2022.0,187690.0,74433.64,80198.2,2657.0,2770.0,Missouri
NE,Boone County,31011,704.0,1460.0,231.0,1333.0,3006.0,2955.0,51.0,5385.0,78384.37,69969.98,786.0,518.0,Nebraska
WV,Boone County,54005,1826.0,7156.0,2329.0,3989.0,7164.0,6846.0,318.0,20968.0,81405.02,50345.28,2211.0,1651.0,West Virginia
TX,Borden County,48033,158.0,138.0,24.0,127.0,676.0,663.0,13.0,585.0,64935.1,98648.2,11.0,80.0,Texas
TX,Bosque County,48035,2785.0,4147.0,1587.0,4917.0,8736.0,8410.0,326.0,18697.0,60015.04,62864.34,1009.0,1303.0,Texas
LA,Bossier Parish,22015,23587.0,24622.0,8037.0,30093.0,57717.0,55986.0,1731.0,129276.0,69284.46,69842.66,2463.0,2427.0,Louisiana
VA,Botetourt County,51023,6921.0,9264.0,1410.0,7554.0,17646.0,17214.0,432.0,34135.0,80979.53,88140.7,1741.0,1775.0,Virginia
ND,Bottineau County,38009,1227.0,1331.0,268.0,1646.0,2995.0,2909.0,86.0,6376.0,64784.35,80951.88,737.0,674.0,North Dakota
CO,Boulder County,8013,140031.0,24148.0,9803.0,45128.0,200348.0,195221.0,5127.0,327468.0,101991.82,115841.38,2941.0,2884.0,Colorado
ID,Boundary County,16021,1717.0,2856.0,1120.0,3078.0,5555.0,5328.0,227.0,13345.0,68873.35,62790.41,474.0,573.0,Idaho
KS,Bourbon County,20011,2294.0,2959.0,849.0,3334.0,6255.0,6039.0,216.0,14493.0,62744.1,53834.44,179.0,538.0,Kansas
KY,Bourbon County,21017,3535.0,4656.0,1865.0,3829.0,9546.0,9202.0,344.0,20093.0,69858.81,64843.04,871.0,1601.0,Kentucky
TX,Bowie County,48037,13771.0,22467.0,6231.0,19924.0,38528.0,36726.0,1802.0,92035.0,63541.56,63736.12,2396.0,2686.0,Texas
ND,Bowman County,38011,548.0,653.0,197.0,611.0,1556.0,1531.0,25.0,2894.0,66833.08,90835.09,626.0,1153.0,North Dakota
NE,Box Butte County,31013,1488.0,2379.0,567.0,2978.0,5319.0,5202.0,117.0,10672.0,77914.53,74671.82,379.0,1163.0,Nebraska
UT,Box Elder County,49003,9582.0,11459.0,2662.0,12168.0,27627.0,26991.0,636.0,61498.0,69418.63,71243.24,2599.0,2201.0,Utah
KY,Boyd County,21019,6648.0,11659.0,3758.0,12247.0,17134.0,16232.0,902.0,48110.0,66614.05,61963.82,2412.0,2422.0,Kentucky
NE,Boyd County,31015,254.0,535.0,56.0,453.0,1030.0,1008.0,22.0,1741.0,81021.06,68027.23,299.0,357.0,Nebraska
KY,Boyle County,21021,5671.0,7405.0,1774.0,5869.0,12664.0,12150.0,514.0,30904.0,63047.22,64558.61,1490.0,1926.0,Kentucky
KY,Bracken County,21023,991.0,2476.0,690.0,1673.0,3768.0,3603.0,165.0,8452.0,67483.71,69252.23,753.0,443.0,Kentucky
FL,Bradford County,12007,3035.0,7627.0,3504.0,6075.0,10954.0,10597.0,357.0,27313.0,65001.62,56017.47,1964.0,1841.0,Florida
PA,Bradford County,42015,9023.0,19788.0,3801.0,9931.0,28122.0,27014.0,1108.0,59866.0,67009.95,66081.39,2395.0,1922.0,Pennsylvania
AR,Bradley County,5011,1093.0,3130.0,883.0,1826.0,4059.0,3863.0,196.0,10135.0,59658.48,54462.85,610.0,844.0,Arkansas
TN,Bradley County,47011,18562.0,23235.0,8736.0,24800.0,50472.0,48652.0,1820.0,110616.0,65551.86,63931.21,2176.0,2233.0,Tennessee
MI,Branch County,26023,5242.0,12098.0,3522.0,10163.0,19704.0,18912.0,792.0,44531.0,65689.96,63060.47,2353.0,2102.0,Michigan
GA,Brantley County,13025,1375.0,5500.0,2368.0,3374.0,7388.0,7124.0,264.0,18183.0,60533.45,51319.74,1049.0,792.0,Georgia
WV,Braxton County,54007,1093.0,4706.0,1504.0,1912.0,5076.0,4771.0,305.0,12185.0,74943.54,50830.97,1468.0,1135.0,West Virginia
TX,Brazoria County,48039,80643.0,62340.0,27187.0,81122.0,184653.0,176191.0,8462.0,388181.0,74165.91,97189.09,2952.0,2961.0,Texas
TX,Brazos County,48041,53753.0,27097.0,13894.0,31623.0,128688.0,124664.0,4024.0,242014.0,67040.75,74160.46,2545.0,2690.0,Texas
KY,Breathitt County,21025,1606.0,3971.0,1883.0,2260.0,3180.0,2940.0,240.0,13351.0,60451.35,38597.36,1407.0,1391.0,Kentucky
KY,Breckinridge County,21027,2131.0,6092.0,1942.0,4123.0,7896.0,7523.0,373.0,20943.0,61627.5,64677.72,1173.0,1250.0,Kentucky
IA,Bremer County,19017,5839.0,5056.0,686.0,4995.0,13930.0,13598.0,332.0,25259.0,70212.12,88338.88,2277.0,1758.0,Iowa
FL,Brevard County,12009,155722.0,121113.0,31868.0,155586.0,296446.0,287747.0,8699.0,630693.0,73141.42,73043.27,2832.0,2976.0,Florida
TX,Brewster County,48043,3245.0,1215.0,719.0,1989.0,4218.0,4072.0,146.0,9343.0,63904.49,67607.25,764.0,501.0,Texas
TX,Briscoe County,48045,183.0,277.0,188.0,314.0,603.0,581.0,22.0,1431.0,63598.82,55756.65,367.0,396.0,Texas
AK,Bristol Bay Borough,2060,175.0,212.0,35.0,274.0,417.0,399.0,18.0,865.0,84918.3,100848.7,587.0,390.0,Alaska
MA,Bristol County,25005,125347.0,123280.0,56274.0,104302.0,298713.0,285189.0,13524.0,580068.0,83311.54,89473.52,2948.0,3006.0,Massachusetts
RI,Bristol County,44001,18420.0,7437.0,2306.0,7429.0,26609.0,25922.0,687.0,50360.0,84910.11,115787.98,1369.0,1599.0,Rhode Island
VA,Bristol city,51520,2924.0,4243.0,1277.0,3780.0,7555.0,7307.0,248.0,16975.0,67152.23,55347.98,801.0,1382.0,Virginia
MT,Broadwater County,30007,1447.0,1478.0,496.0,2071.0,2758.0,2662.0,96.0,7793.0,75321.77,75929.68,55.0,100.0,Montana
NY,Bronx County,36005,205925.0,266402.0,231663.0,233903.0,603376.0,555806.0,47570.0,1379946.0,102815.48,48566.82,3094.0,3118.0,New York
WV,Brooke County,54009,3533.0,6699.0,1223.0,4676.0,9679.0,9233.0,446.0,21733.0,72862.6,68114.51,1038.0,950.0,West Virginia
SD,Brookings County,46011,8376.0,4394.0,625.0,5656.0,19103.0,18717.0,386.0,35484.0,71049.89,89316.41,1953.0,1980.0,South Dakota
GA,Brooks County,13027,1557.0,4462.0,1956.0,3502.0,6651.0,6435.0,216.0,16253.0,64109.94,50520.87,604.0,586.0,Georgia
TX,Brooks County,48047,745.0,1629.0,1684.0,1101.0,2375.0,2231.0,144.0,6906.0,57757.31,32226.94,808.0,337.0,Texas
NY,Broome County,36007,40032.0,38708.0,11764.0,40376.0,82021.0,78855.0,3166.0,197117.0,80305.63,70619.96,2506.0,2698.0,New York
CO,Broomfield County,8014,31270.0,6724.0,2092.0,13236.0,,,,76121.0,108546.29,122209.76,1844.0,1929.0,Colorado
FL,Broward County,12011,498695.0,372019.0,135425.0,386906.0,1059496.0,1028099.0,31397.0,1947026.0,84998.59,73116.17,3110.0,3107.0,Florida
IL,Brown County,17009,713.0,1905.0,964.0,1146.0,3058.0,2986.0,72.0,6330.0,74021.03,82146.09,565.0,94.0,Illinois
IN,Brown County,18013,3135.0,4726.0,775.0,3431.0,7850.0,7572.0,278.0,15570.0,76826.4,78517.28,802.0,351.0,Indiana
KS,Brown County,20013,1185.0,2517.0,321.0,2452.0,5059.0,4941.0,118.0,9364.0,64842.63,62054.18,263.0,1048.0,Kansas
MN,Brown County,27015,4295.0,6237.0,1265.0,5956.0,13852.0,13496.0,356.0,25723.0,63839.97,80638.7,2148.0,2062.0,Minnesota
NE,Brown County,31017,417.0,626.0,152.0,772.0,1424.0,1390.0,34.0,2872.0,80210.67,62786.3,194.0,784.0,Nebraska
OH,Brown County,39015,4821.0,14026.0,3738.0,7970.0,19466.0,18587.0,879.0,43680.0,63128.45,66598.91,2399.0,1937.0,Ohio
SD,Brown County,46013,8375.0,7673.0,1600.0,7602.0,20088.0,19647.0,441.0,37972.0,65493.32,82747.8,2042.0,1981.0,South Dakota
TX,Brown County,48049,5319.0,9478.0,3270.0,8612.0,15336.0,14663.0,673.0,38373.0,62022.96,63549.24,2095.0,2440.0,Texas
WI,Brown County,55009,58981.0,53124.0,12208.0,57540.0,140668.0,136985.0,3683.0,270036.0,75041.49,83146.21,2785.0,2867.0,Wisconsin
SD,Brule County,46015,1085.0,1148.0,355.0,1007.0,2664.0,2620.0,44.0,5321.0,70324.05,68837.39,1122.0,1493.0,South Dakota
NC,Brunswick County,37019,38981.0,30770.0,7827.0,39758.0,57142.0,54444.0,2698.0,153064.0,74109.61,73784.64,1085.0,1932.0,North Carolina
VA,Brunswick County,51025,1878.0,4409.0,2476.0,3263.0,5840.0,5580.0,260.0,15921.0,65838.28,52272.63,925.0,599.0,Virginia
GA,Bryan County,13029,10169.0,7363.0,2102.0,9725.0,20117.0,19579.0,538.0,48225.0,82005.75,87323.34,909.0,1260.0,Georgia
OK,Bryan County,40013,7678.0,10813.0,3890.0,9102.0,23261.0,22618.0,643.0,48182.0,73443.1,58012.59,1405.0,2157.0,Oklahoma
IA,Buchanan County,19019,3096.0,5008.0,744.0,5023.0,11250.0,10927.0,323.0,20714.0,65013.73,79779.25,2350.0,2035.0,Iowa
MO,Buchanan County,29021,13354.0,21862.0,5834.0,16150.0,41786.0,40747.0,1039.0,82911.0,72332.94,65332.83,2344.0,2614.0,Missouri
VA,Buchanan County,51027,1645.0,6461.0,3410.0,3651.0,6305.0,6016.0,289.0,19352.0,65311.36,41970.49,1592.0,1482.0,Virginia
VA,Buckingham County,51029,1715.0,5640.0,1941.0,3416.0,6436.0,6189.0,247.0,16982.0,71603.73,60623.81,294.0,770.0,Virginia
PA,Bucks County,42017,204982.0,128441.0,23823.0,109156.0,350406.0,337962.0,12444.0,645054.0,91086.17,112165.34,2975.0,2972.0,Pennsylvania
IA,Buena Vista County,19021,2885.0,4151.0,2543.0,3493.0,11905.0,11621.0,284.0,20600.0,64226.83,71630.36,1561.0,1648.0,Iowa
VA,Buena Vista city,51530,1012.0,1223.0,681.0,1176.0,3220.0,3129.0,91.0,6591.0,66776.87,38581.96,433.0,522.0,Virginia
NE,Buffalo County,31019,10864.0,7628.0,2049.0,10824.0,28257.0,27741.0,516.0,50586.0,76943.16,81899.65,2449.0,2306.0,Nebraska
SD,Buffalo County,46017,64.0,436.0,132.0,284.0,724.0,692.0,32.0,,,,,,South Dakota
WI,Buffalo County,55011,2156.0,3722.0,782.0,3099.0,6191.0,5951.0,240.0,13391.0,73361.1,71205.25,1556.0,1254.0,Wisconsin
KY,Bullitt County,21029,11210.0,23422.0,6182.0,18478.0,42782.0,40998.0,1784.0,83836.0,72743.14,75442.96,2487.0,2341.0,Kentucky
GA,Bulloch County,13031,14256.0,13254.0,4804.0,13970.0,38395.0,37053.0,1342.0,83059.0,61950.17,58768.34,1477.0,1911.0,Georgia
AL,Bullock County,1011,664.0,2994.0,1915.0,1805.0,4541.0,4416.0,125.0,10202.0,68845.69,44495.45,821.0,383.0,Alabama
NC,Buncombe County,37021,90206.0,45861.0,15555.0,50521.0,142267.0,138014.0,4253.0,273589.0,90183.56,69427.81,2555.0,2794.0,North Carolina
IL,Bureau County,17011,5044.0,8165.0,2128.0,8213.0,16074.0,15327.0,747.0,32828.0,70308.48,72504.19,2627.0,2316.0,Illinois
GA,Burke County,13033,2225.0,5844.0,2480.0,5054.0,8999.0,8516.0,483.0,24388.0,59702.98,48817.36,643.0,334.0,Georgia
NC,Burke County,37023,13033.0,21385.0,9613.0,20582.0,40681.0,39260.0,1421.0,87881.0,63518.88,57314.35,2237.0,2368.0,North Carolina
ND,Burke County,38013,353.0,413.0,109.0,625.0,1048.0,1028.0,20.0,2155.0,67744.15,96550.4,598.0,322.0,North Dakota
ND,Burleigh County,38015,25872.0,15179.0,3211.0,22553.0,52147.0,51178.0,969.0,99280.0,81074.6,97655.27,2345.0,2606.0,North Dakota
TX,Burleson County,48051,3036.0,4501.0,1956.0,3648.0,8869.0,8547.0,322.0,18657.0,64354.69,74162.51,835.0,1407.0,Texas
NJ,Burlington County,34005,139451.0,86704.0,18595.0,87306.0,246708.0,238085.0,8623.0,466103.0,89436.03,108317.83,2921.0,2997.0,New Jersey
TX,Burnet County,48053,10567.0,11146.0,3977.0,11135.0,25625.0,24856.0,769.0,52502.0,65543.66,72705.45,1378.0,1610.0,Texas
WI,Burnett County,55013,2894.0,4893.0,949.0,4418.0,7251.0,6915.0,336.0,17036.0,72123.95,63559.5,492.0,1365.0,Wisconsin
NE,Burt County,31021,1227.0,1619.0,371.0,1552.0,3569.0,3491.0,78.0,6755.0,70826.32,72519.59,335.0,319.0,Nebraska
AL,Butler County,1013,1812.0,6182.0,1633.0,3537.0,8811.0,8518.0,293.0,18650.0,64680.53,51857.8,1287.0,1121.0,Alabama
IA,Butler County,19023,2069.0,3738.0,651.0,3664.0,8189.0,7954.0,235.0,14269.0,65852.06,72553.48,1841.0,1296.0,Iowa
KS,Butler County,20015,14660.0,12672.0,2677.0,15001.0,32661.0,31763.0,898.0,68240.0,76500.08,82936.74,2578.0,2603.0,Kansas
KY,Butler County,21031,826.0,4310.0,1565.0,1977.0,4947.0,4738.0,209.0,12295.0,68359.62,55699.15,1414.0,1158.0,Kentucky
MO,Butler County,29023,4416.0,11536.0,4500.0,8547.0,17707.0,17165.0,542.0,42179.0,64396.47,48673.61,1858.0,2118.0,Missouri
NE,Butler County,31023,1467.0,2033.0,478.0,1837.0,4706.0,4626.0,80.0,8427.0,73383.61,78730.86,833.0,713.0,Nebraska
OH,Butler County,39017,81803.0,80506.0,22174.0,66983.0,196838.0,189835.0,7003.0,388420.0,72168.12,84620.73,2940.0,2908.0,Ohio
PA,Butler County,42019,54328.0,44904.0,6084.0,35289.0,98291.0,94455.0,3836.0,197300.0,74371.3,92905.16,2767.0,2582.0,Pennsylvania
CA,Butte County,6007,43218.0,30325.0,13179.0,49524.0,91513.0,87374.0,4139.0,207303.0,83456.6,69683.49,2891.0,2968.0,California
ID,Butte County,16023,245.0,502.0,220.0,806.0,1168.0,1123.0,45.0,2684.0,72780.58,54229.77,277.0,190.0,Idaho
SD,Butte County,46019,1402.0,2719.0,848.0,2260.0,5054.0,4959.0,95.0,10774.0,74510.23,63516.38,716.0,1507.0,South Dakota
GA,Butts County,13035,2541.0,7519.0,2970.0,5247.0,11307.0,10983.0,324.0,26649.0,72124.12,55110.78,434.0,695.0,Georgia
NC,Cabarrus County,37025,57865.0,38196.0,12582.0,45001.0,116084.0,112114.0,3970.0,235797.0,74287.91,84125.8,2413.0,2732.0,North Carolina
WV,Cabell County,54011,20166.0,18814.0,6205.0,16963.0,40923.0,39463.0,1460.0,92730.0,83995.85,59372.11,2533.0,2497.0,West Virginia
PR,Cabo Rojo Municipio,72023,10159.0,8434.0,8048.0,8898.0,15113.0,14118.0,995.0,,,,,,
UT,Cache County,49005,28627.0,14257.0,4255.0,23677.0,70880.0,69424.0,1456.0,140173.0,69758.87,69871.41,2817.0,2684.0,Utah
OK,Caddo County,40015,2810.0,8443.0,2409.0,4503.0,11926.0,11533.0,393.0,26198.0,71560.55,59067.14,1908.0,2363.0,Oklahoma
LA,Caddo Parish,22017,40280.0,50429.0,19906.0,48665.0,101200.0,97072.0,4128.0,229025.0,63454.75,57509.45,2945.0,2841.0,Louisiana
PR,Caguas Municipio,72025,32730.0,25550.0,13778.0,21872.0,51855.0,49343.0,2512.0,,,,,,
CA,Calaveras County,6009,7919.0,11387.0,2375.0,14013.0,22093.0,21275.0,818.0,46563.0,88418.6,83174.96,1812.0,2255.0,California
LA,Calcasieu Parish,22019,34329.0,47799.0,14737.0,42089.0,91860.0,88640.0,3220.0,202418.0,68069.27,67001.43,2830.0,2779.0,Louisiana
KY,Caldwell County,21033,1591.0,3802.0,894.0,2518.0,5974.0,5762.0,212.0,12570.0,66617.05,63668.35,780.0,611.0,Kentucky
MO,Caldwell County,29025,1120.0,2482.0,560.0,1929.0,4215.0,4095.0,120.0,8933.0,67168.2,61110.52,1837.0,1700.0,Missouri
NC,Caldwell County,37027,10855.0,18505.0,10057.0,18990.0,36235.0,34920.0,1315.0,80492.0,63317.22,56791.7,2073.0,2300.0,North Carolina
TX,Caldwell County,48055,5178.0,12119.0,6204.0,8023.0,21303.0,20557.0,746.0,47848.0,72779.97,63771.03,2008.0,2001.0,Texas
LA,Caldwell Parish,22021,742.0,3324.0,1190.0,1663.0,3661.0,3522.0,139.0,9554.0,65767.03,49863.7,967.0,1013.0,Louisiana
VT,Caledonia County,50005,7080.0,7557.0,1405.0,6120.0,14705.0,14301.0,404.0,30579.0,76120.54,66743.7,1820.0,1624.0,Vermont
AL,Calhoun County,1015,16154.0,27117.0,10940.0,24416.0,45733.0,44371.0,1362.0,115788.0,67521.6,60733.68,2774.0,2612.0,Alabama
AR,Calhoun County,5013,613.0,1442.0,451.0,880.0,2345.0,2274.0,71.0,4695.0,61999.75,61136.2,345.0,580.0,Arkansas
FL,Calhoun County,12013,1303.0,4253.0,1810.0,2580.0,4803.0,4640.0,163.0,13464.0,65907.49,58760.12,1137.0,1263.0,Florida
GA,Calhoun County,13037,511.0,1758.0,962.0,977.0,2235.0,2163.0,72.0,5469.0,60420.81,41135.68,720.0,31.0,Georgia
IA,Calhoun County,19025,1518.0,2512.0,444.0,2588.0,4147.0,4038.0,109.0,9725.0,63420.43,69898.1,571.0,297.0,Iowa
IL,Calhoun County,17013,576.0,1044.0,207.0,1308.0,2168.0,2078.0,90.0,4360.0,73695.63,79141.59,826.0,362.0,Illinois
MI,Calhoun County,26025,20362.0,32209.0,8332.0,30801.0,60320.0,57498.0,2822.0,133289.0,69816.78,62650.77,2667.0,2728.0,Michigan
MS,Calhoun County,28013,1202.0,3078.0,1929.0,2984.0,5374.0,5157.0,217.0,12781.0,60532.51,46742.15,861.0,1085.0,Mississippi
SC,Calhoun County,45017,2305.0,3661.0,1239.0,3385.0,6451.0,6227.0,224.0,14179.0,60481.58,67075.36,306.0,74.0,South Carolina
